"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_item_revenants_brooch_2_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_revenants_brooch_2_projectile_speed"	"+$projectile_speed"
		"DOTA_Tooltip_modifier_item_revenants_brooch_2_internal_cd"	"Reload Witch Blade 2"
		"DOTA_Tooltip_modifier_item_revenants_brooch_2_internal_cd_Description"	"Delay, after which the attack will receive the effect Witch Blade 2."
		"DOTA_Tooltip_modifier_item_revenants_brooch_2_counter"	"Revenant's BROOCH 2"
		"DOTA_Tooltip_modifier_item_revenants_brooch_2_counter_Description"	"Attacks cannot miss and they deal magical damage."
		
		"DOTA_Tooltip_ability_item_revenants_brooch_3"	"REVENANTS BROOCH 3"
		"DOTA_Tooltip_ability_item_revenants_brooch_3_Description"	"<h1>Active: Phantom Province</h1>Increases attack speed by %active_attack_speed%. The next %number_of_attacks% attacks by the owner deal magical damage and cannot miss. Duration: %active_duration% sec.<br><br>Allows attacking incorporeal creatures, but attacks do not damage targets immune to magic.\n\n<h1>Passive: Witch Blade</h1>The next attack poisons the target for %slow_duration% sec., slowing them by %slow%%% and dealing damage to them every second equal to the owner's intelligence multiplied by %int_damage_multiplier%. Cooldown: %passive_cooldown% sec."
		"DOTA_Tooltip_ability_item_revenants_brooch_3_Lore"	"Cursed brooch of a fallen guardian, wandering between the veils of life and death."
		"DOTA_Tooltip_ability_item_revenants_brooch_3_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_revenants_brooch_3_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_revenants_brooch_3_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_revenants_brooch_3_projectile_speed"	"+$projectile_speed"
		"DOTA_Tooltip_modifier_item_revenants_brooch_3_internal_cd"	"Reload Witch Blade 3"
		"DOTA_Tooltip_modifier_item_revenants_brooch_3_internal_cd_Description"	"Delay, after which the attack will receive the effect Witch Blade 3."
		"DOTA_Tooltip_modifier_item_revenants_brooch_3_counter"	"Revenant's BROOCH 3"
		"DOTA_Tooltip_modifier_item_revenants_brooch_3_counter_Description"	"Attacks cannot miss and they deal magical damage."
		
		"DOTA_Tooltip_ability_item_gungir_2"	"GLEIPNIR 2"
		"DOTA_Tooltip_ability_item_gungir_2_Description"	"<h1>Active: Eternal Chains</h1> Applies Stun to all enemies within %radius% range and deals %active_damage% damage to them. Duration: %duration%.<br><br>Range: %abilitycastrange%\n\n<h1>Passive: Chain Lightning</h1> Each attack has a %chain_chance%%% chance to create a chain lightning strike that jumps %chain_strikes% times between random enemies within %chain_radius% range, dealing %chain_damage% magical damage to each. Chain lightning strikes cannot be evaded."
		"DOTA_Tooltip_ability_item_gungir_2_Lore"	"Shackles, created in an impossible way to contain ancient evil."
		"DOTA_Tooltip_ability_item_gungir_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_gungir_2_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_gungir_2_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_gungir_2_bonus_agility"	"+$agi"
		"DOTA_Tooltip_modifier_gungnir_2_debuff"	"Eternal Chains 2"
		"DOTA_Tooltip_modifier_gungnir_2_debuff_Description"	"Unable to move while petrified."
		
		"DOTA_Tooltip_ability_item_gungir_3"	"GLEIPNIR 3"
		"DOTA_Tooltip_ability_item_gungir_3_Description"	"<h1>Active: Eternal Chains</h1> Applies Stun to all enemies within %radius% range and deals %active_damage% damage to them. Duration: %duration%.<br><br>Range: %abilitycastrange%\n\n<h1>Passive: Chain Lightning</h1> Each attack has a %chain_chance%%% chance to create a chain lightning strike that jumps %chain_strikes% times between random enemies within %chain_radius% range, dealing %chain_damage% magical damage to each. Chain lightning strikes cannot be evaded."
		"DOTA_Tooltip_ability_item_gungir_3_Lore"	"Shackles, created in an impossible way to contain ancient evil."
		"DOTA_Tooltip_ability_item_gungir_3_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_gungir_3_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_gungir_3_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_gungir_3_bonus_agility"	"+$agi"
		
		"DOTA_Tooltip_modifier_gungnir_3_debuff"	"Eternal Chains 3"
		"DOTA_Tooltip_modifier_gungnir_3_debuff_Description"	"Unable to move while petrified."
		
		"DOTA_Tooltip_ability_item_center_of_peace"	"Center Of Peace"
		"DOTA_Tooltip_ability_item_center_of_peace_Description"	"<h1>Supported: Meditation</h1> The owner restores %mana_regen_total_pct%% mana and gains %bonus_magical_resist%% additional magic resistance for %channel_time_tooltip% seconds. \nUpon completing the spell, the owner gains a positive effect for %after_cast_bonus_duration% seconds, increasing mana regeneration by %after_cast_mana_regen% and reducing its cost by %after_cast_reduce_manacost_pct%%."
		"DOTA_Tooltip_ability_item_center_of_peace_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_center_of_peace_bonus_int"	"+$int"
		"DOTA_Tooltip_ability_item_center_of_peace_bonus_agi"	"+$agi"
		"DOTA_Tooltip_ability_item_center_of_peace_bonus_str"	"+$str"
		"DOTA_Tooltip_ability_item_center_of_peace_bonus_manaregen"	"+$mana_regen"
		
		"DOTA_Tooltip_modifier_center_of_peace_active_channel"	"Center Of Peace"
		"DOTA_Tooltip_modifier_center_of_peace_active_channel_Description"	"Restores mana"
		"DOTA_Tooltip_modifier_center_of_peace_active_finish"	"Center Of Peace"
		
		"DOTA_Tooltip_ability_item_void_stick"	"Void Scepter"
		"DOTA_Tooltip_ability_item_void_stick_Description"	"<h1>Active: Void Astral</h1> INTERRUPTIBLE - When cast on yourself, hides you from the map for %astral_duration% seconds, gradually restoring %astral_regen%% health and mana per second. Upon fully casting the spell, the owner gains a positive effect for %after_cast_bonus_duration% seconds, increasing mana regeneration by %after_cast_mana_regen% and reducing its cost by %after_cast_reduce_manacost_pct%."
		"DOTA_Tooltip_Ability_item_void_stick_bonus_int"	"+$int"
		"DOTA_Tooltip_ability_item_void_stick_bonus_hp"	"+$health"
		"DOTA_Tooltip_ability_item_void_stick_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_void_stick_bonus_mpregen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_void_stick_bonus_hpregen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_void_stick_bonus_castrange"	"+$cast_range"
		
		"DOTA_Tooltip_ability_item_void_stick_bonus_speed"	"+$move_speed"
		"DOTA_Tooltip_modifier_item_void_stick_astral"	"Void Astral"
		"DOTA_Tooltip_modifier_item_void_stick_astral_Description"	"Gradually restores %astral_regen%% health and mana"
		"DOTA_Tooltip_modifier_item_void_stick_pull"	"Void Attracting"
		"DOTA_Tooltip_modifier_item_void_stick_pull_Description"	"Attracts with Void Scepter"
		"DOTA_Tooltip_modifier_void_stick_active_finish"	"Void Scepter"
		
		"DOTA_Tooltip_Ability_item_charon"	"Charon's Scepter"
		"DOTA_Tooltip_Ability_item_charon_Description"	"<h1>Activatable: Disappear</h1> The unit goes into astral, where it receives life regeneration."
		"DOTA_Tooltip_Ability_item_charon_bonus_speed"	"+$move_speed"
		"DOTA_Tooltip_Ability_item_charon_bonus_int"	"+$int"
		"DOTA_Tooltip_Ability_item_charon_bonus_manaregen"	"+$mana_regen"
		"DOTA_Tooltip_Ability_item_charon_hp_regen_pct"	"%REGEN IN ASTRAL:"
		
		"DOTA_Tooltip_Ability_item_charon_astral_duration"	"DURATION OF ASTRAL:"
		"DOTA_Tooltip_modifier_charon"	"Regenerates"
		
		"DOTA_Tooltip_ability_item_octarine_core_2"	"OCTARINE CORE 2"
		"DOTA_Tooltip_ability_item_octarine_core_2_Description"	"<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown of all items and abilities."
		"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_octarine_core_2_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_octarine_core_2_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_octarine_core_2_bonus_cooldown"	"%+$cooldown_reduction"
		"DOTA_Tooltip_ability_item_octarine_core_2_Lore"	"The very foundation of magic is hidden in the colors, which only the most gifted can see."
		
		"DOTA_Tooltip_ability_item_octarine_core_3"	"OCTARINE CORE 3"
		"DOTA_Tooltip_ability_item_octarine_core_3_Description"	"<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown of all items and abilities."
		"DOTA_Tooltip_ability_item_octarine_core_3_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_octarine_core_3_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_octarine_core_3_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_octarine_core_3_bonus_cooldown"	"%+$cooldown_reduction"
		"DOTA_Tooltip_ability_item_octarine_core_3_Lore"	"The very foundation of magic is hidden in the colors, which only the most gifted can see."
		
		"DOTA_Tooltip_ability_item_sheepstick_aa"	"SCYTHE OF VYSE 2"
		"DOTA_Tooltip_ability_item_sheepstick_aa_Description"	"<h1>Active: Hex</h1>Transforms the target into a harmless creature for %sheep_duration% seconds. The target's passive abilities are disabled, and the target cannot attack, use abilities, or use items, and its base speed is reduced to %sheep_movement_speed%.<br>Instantly destroys illusions.<br><br>Cast Range: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_sheepstick_aa_Note0"	"The victim has a base speed of %sheep_movement_speed%, but does not lose effects that grant maximum speed."
		"DOTA_Tooltip_ability_item_sheepstick_aa_Lore"	"This relic, guarded by the cult of Vais, is coveted by any mage."
		"DOTA_Tooltip_ability_item_sheepstick_aa_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_sheepstick_aa_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_sheepstick_aa_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_sheepstick_aa_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_sheepstick_aa_bonus_mana"	"+$mana"
		
		"DOTA_Tooltip_modifier_sheepstick_hex"	"HEXED"
		"DOTA_Tooltip_modifier_sheepstick_hex_Description"	"You are a pig. You cannot attack or use spells, your passive abilities are disabled."
		
		"DOTA_Tooltip_ability_item_spirit_vessel_2"	"SPIRIT VESSEL 2"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_Description"	"<h1>Active: Soul Release</h1>The effect depends on the selected target. If used on an enemy, they will lose %enemy_hp_drain%%% of their current health pool and receive %hp_regen_reduction_enemy%%% less health from any healing, regeneration, and vampirism. In addition, the ability deals %soul_damage_amount% damage per second. <br><br>If used on an ally, it increases their health regeneration by %soul_heal_amount% per second. <br><br>Lasts %duration% seconds.<br><br>Gains charges each time an enemy hero dies within %soul_radius% radius. Only the closest item to the deceased hero will receive a charge.<br><br>Cast Range: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_lore"	"Created by a god, desiring to capture the souls of others."
		"DOTA_Tooltip_ability_item_spirit_vessel_2_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_spirit_vessel_2_mana_regen"	"+$mana_regen"
	
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_heal"	"Treatment from Spirit Vessel 2"
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_heal_Description"	"Recovers %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health per second."
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_damage"	"Damage from Spirit Vessel 2"
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_damage_Description"	"Loses %dMODIFIER_PROPERTY_TOOLTIP% health per second + %dMODIFIER_PROPERTY_TOOLTIP%%% of current health. Healing reduced by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_aura"	"Spirit Vessel 2 Degen Aura"
		"DOTA_Tooltip_modifier_item_spirit_vessel_2_aura_Description"	"Healing reduced by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%"
		
		"DOTA_Tooltip_ability_item_spirit_vessel_3"	"SPIRIT VESSEL 3"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_Description"	"<h1>Active: Soul Release</h1>The effect depends on the selected target. If used on an enemy, they will lose %enemy_hp_drain%%% of their current health pool and receive %hp_regen_reduction_enemy%%% less health from any healing, regeneration, and vampirism. In addition, the ability deals %soul_damage_amount% damage per second. <br><br>If used on an ally, it increases their health regeneration by %soul_heal_amount% per second. <br><br>Lasts %duration% seconds.<br><br>Gains charges each time an enemy hero dies within %soul_radius% radius. Only the closest item to the deceased hero will receive a charge.<br><br>Cast Range: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_lore"	"Created by a god, desiring to capture the souls of others."
		"DOTA_Tooltip_ability_item_spirit_vessel_3_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_bonus_all_stats"	"+$all"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_spirit_vessel_3_mana_regen"	"+$mana_regen"
		
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_heal"	"Treatment from Spirit Vessel 3"
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_heal_Description"	"Recovers %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% health per second."
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_damage"	"Damage from Spirit Vessel 3"
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_damage_Description"	"Loses %dMODIFIER_PROPERTY_TOOLTIP% health per second + %dMODIFIER_PROPERTY_TOOLTIP%%% of current health. Healing reduced by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_aura"	"Spirit Vessel 3 Degen Aura"
		"DOTA_Tooltip_modifier_item_spirit_vessel_3_aura_Description"	"Healing reduced by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%"
		
		"DOTA_Tooltip_Ability_item_hurricane_pike_2"	"HURRICANE PIKE 2"
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_Description"	"<h1>Active: Hurricane Thrust</h1> Pushes the enemy target and the owner away from each other by a distance of %enemy_length%. If the owner is engaged in ranged combat, then for the next %range_duration% seconds, they can perform up to %max_attacks% attacks on the target without distance restrictions. The attack speed of such attacks is increased by %bonus_attack_speed%. <br><br>When used on oneself or allies, pushes the target away by a distance of %push_length%.<br>Application range on enemies: %cast_range_enemy%\n\n<h1>Passive: Dragon's Reach</h1> Increases the attack range of ranged heroes."
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_Lore"	"Legendary peak, once serving as a royal symbol for wyvern riders."
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_Note0"	"Can be applied to oneself."
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_Note1"	"Does not interrupt the target's actions."
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_Note2"	"Does not work on creatures affected by the abilities Chronosphere, Duel, or Black Hole."
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_bonus_intellect"	"+$int"
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_bonus_agility"	"+$agi"
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_bonus_strength"	"+$str"
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_bonus_health"	"+$health"
		"DOTA_Tooltip_Ability_item_hurricane_pike_2_base_attack_range"	"+$attack_range"
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_active"	"Push Hurricane Pike 2"
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_active_Description"	"Under the influence of the Hurricane Pike 2 push."
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_active_alternate"	"Push Hurricane Pike 2"
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_active_alternate_Description"	"Under the influence of the Hurricane Pike 2 push."
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_range"	"Additional range from Hurricane Pike 2"
		"DOTA_Tooltip_modifier_item_hurricane_pike_2_range_Description"	"Can attack the target without any range limitations."
		
		"DOTA_Tooltip_Ability_item_hurricane_pike_3"	"HURRICANE PIKE 3"
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_Description"	"<h1>Active: Hurricane Thrust</h1> Pushes the enemy target and the owner away from each other by a distance of %enemy_length%. If the owner is engaged in ranged combat, then for the next %range_duration% seconds, they can perform up to %max_attacks% attacks on the target without distance restrictions. The attack speed of such attacks is increased by %bonus_attack_speed%. <br><br>When used on oneself or allies, pushes the target away by a distance of %push_length%.<br>Application range on enemies: %cast_range_enemy%\n\n<h1>Passive: Dragon's Reach</h1> Increases the attack range of ranged heroes."
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_Lore"	"Legendary peak, once serving as a royal symbol for wyvern riders."
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_Note0"	"Can be applied to oneself."
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_Note1"	"Does not interrupt the target's actions."
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_Note2"	"Does not work on creatures affected by the abilities Chronosphere, Duel, or Black Hole."
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_bonus_intellect"	"+$int"
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_bonus_agility"	"+$agi"
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_bonus_strength"	"+$str"
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_bonus_health"	"+$health"
		"DOTA_Tooltip_Ability_item_hurricane_pike_3_base_attack_range"	"+$attack_range"
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_active"	"Push Hurricane Pike 3"
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_active_Description"	"Under the influence of the Hurricane Pike 3 push."
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_active_alternate"	"Push Hurricane Pike 3"
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_active_alternate_Description"	"Under the influence of the Hurricane Pike 3 push."
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_range"	"Additional radius from Hurricane Pike 3"
		"DOTA_Tooltip_modifier_item_hurricane_pike_3_range_Description"	"Can attack the target without any range limitations."
		
		"DOTA_Tooltip_ability_item_bloodthorn_2"	"BLOODTHORN 2"
		"DOTA_Tooltip_ability_item_bloodthorn_2_Description"	"<h1>Active: Soul Rend</h1> Prevents the target from using abilities for %silence_duration% sec. At the end of the effect, the target takes magical damage equal to %silence_damage_percent%%% of the damage taken during the duration.<br><br>The target cannot be missed.<br><br>Cast Range: %abilitycastrange%\n\n<h1>Passive: Mage Slayer</h1>Enemies attacked deal %spell_amp_debuff%%% less damage with spells. Lasts %duration% sec."
		"DOTA_Tooltip_ability_item_bloodthorn_2_Lore"	"This hateful blade pierces the body of the writhing victim with each of their dying movements."
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_magic_resist"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_bloodthorn_2_spell_amp"	"%+Spell damage"
		"DOTA_Tooltip_ability_item_bloodthorn_2_mana_regen_multiplier"	"%+to increase mana regeneration"
		"DOTA_Tooltip_ability_item_bloodthorn_2_bonus_health_regen"	"+$hp_regen"
		
		"DOTA_Tooltip_modifier_bloodthorn_2_debuff"	"Bloodthorn 2"
		"DOTA_Tooltip_modifier_bloodthorn_2_debuff_Description"	"This creature cannot use abilities, and at the end of the turn it will take magical damage equal to 30% of the damage taken.\nAll attacks against this creature deal 130% critical damage."
		
		"DOTA_Tooltip_ability_item_bloodthorn_3"	"BLOODTHORN 3"
		"DOTA_Tooltip_ability_item_bloodthorn_3_Description"	"<h1>Active: Soul Rend</h1> Prevents the target from using abilities for %silence_duration% sec. At the end of the effect, the target takes magical damage equal to %silence_damage_percent%%% of the damage taken during the duration.<br><br>The target cannot be missed.<br><br>Cast Range: %abilitycastrange%\n\n<h1>Passive: Mage Slayer</h1>Enemies attacked deal %spell_amp_debuff%%% less damage with spells. Lasts %duration% sec."
		"DOTA_Tooltip_ability_item_bloodthorn_3_Lore"	"This hateful blade pierces the body of the writhing victim with each of their dying movements."
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_magic_resist"	"%+$spell_resist"
		"DOTA_Tooltip_ability_item_bloodthorn_3_spell_amp"	"%+Spell damage"
		"DOTA_Tooltip_ability_item_bloodthorn_3_mana_regen_multiplier"	"%+to increase mana regeneration"
		"DOTA_Tooltip_ability_item_bloodthorn_3_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_modifier_bloodthorn_3_debuff"	"Bloodthorn 3"
		"DOTA_Tooltip_modifier_bloodthorn_3_debuff_Description"	"This creature cannot use abilities, and at the end of the turn it will take magical damage equal to 30% of the damage taken.\nAll attacks against this creature deal 130% critical damage."
		
		"DOTA_Tooltip_ability_item_disperser_2"	"DISPERSER 2"
		"DOTA_Tooltip_ability_item_disperser_2_Description"	"<h1>Active: Suppress</h1> If used on an enemy, it will slow them down by %enemy_effect_duration% seconds. <br><br>If used on an ally, it will increase their movement speed and apply dispel on them. This ally cannot be slowed down for %ally_effect_duration% seconds.<br><br>Both the slow and the speed increase are %phase_movement_speed%%% at the moment of application and gradually decrease to zero.<br><br>Cast Range: %abilitycastrange%<br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">normal</span>\n\n<h1>Passive: Manabreak</h1> Each attack burns %feedback_mana_burn% of the enemy's mana and deals %damage_per_burn% physical damage per unit of burned mana.<br><br>Melee hero illusions burn %feedback_mana_burn_illusion_melee% mana per attack, while ranged hero illusions burn %feedback_mana_burn_illusion_ranged%."
		"DOTA_Tooltip_ability_item_disperser_2_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_disperser_2_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_disperser_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_modifier_disperser_2_movespeed_buff"	"Disperser 2"
		"DOTA_Tooltip_modifier_disperser_2_movespeed_buff_Description"	"The creature cannot be slowed, its movement speed is increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		
		"DOTA_Tooltip_ability_item_disperser_3"	"DISPERSER 3"
		"DOTA_Tooltip_ability_item_disperser_3_Description"	"<h1>Active: Suppress</h1> If used on an enemy, it will slow them down by %enemy_effect_duration% seconds. <br><br>If used on an ally, it will increase their movement speed and apply dispel on them. This ally cannot be slowed down for %ally_effect_duration% seconds.<br><br>Both the slow and the speed increase are %phase_movement_speed%%% at the moment of application and gradually decrease to zero.<br><br>Cast Range: %abilitycastrange%<br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">normal</span>\n\n<h1>Passive: Manabreak</h1> Each attack burns %feedback_mana_burn% of the enemy's mana and deals %damage_per_burn% physical damage per unit of burned mana.<br><br>Melee hero illusions burn %feedback_mana_burn_illusion_melee% mana per attack, while ranged hero illusions burn %feedback_mana_burn_illusion_ranged%."
		"DOTA_Tooltip_ability_item_disperser_3_bonus_agility"	"+$agi"
		"DOTA_Tooltip_ability_item_disperser_3_bonus_intellect"	"+$int"
		"DOTA_Tooltip_ability_item_disperser_3_bonus_damage"	"+$damage"
		"DOTA_Tooltip_modifier_disperser_3_movespeed_buff"	"Disperser 3"
		"DOTA_Tooltip_modifier_disperser_3_movespeed_buff_Description"	"The creature cannot be slowed, its movement speed is increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		
		"DOTA_Tooltip_ability_item_nullifier_2"	"NULLIFIER 2"
		"DOTA_Tooltip_ability_item_nullifier_2_Description"	"<h1>Active: Nullify</h1> Dispels positive effects on the target upon activation and for the next %mute_duration% seconds.<br><br>Dispelling type: <span class=\"GameplayValues GameplayVariable\">normal</span>"
		"DOTA_Tooltip_ability_item_nullifier_2_lore"	"Dangerous weapon, stolen from reverse dimension."
		"DOTA_Tooltip_ability_item_nullifier_2_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_nullifier_2_bonus_armor"	"+$armor"
		"DOTA_Tooltip_ability_item_nullifier_2_bonus_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_nullifier_2_Note0"	"Can be used on invulnerable creatures."
		"DOTA_Tooltip_ability_item_nullifier_2_Note1"	"Passes through magic immunity."
		"DOTA_Tooltip_modifier_item_nullifier_2_mute"	"Nullifier 2"
		"DOTA_Tooltip_modifier_item_nullifier_2_mute_Description"	"Positive effects constantly dissipate from this creature."
		"DOTA_Tooltip_modifier_item_nullifier_2_slow"	"Slowing from Nullifier 2"
		"DOTA_Tooltip_modifier_item_nullifier_2_slow_Description"	"Movement is slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%"
		
		"DOTA_Tooltip_ability_item_heavens_halberd_2"	"HEAVENS HALBERD 2"
		"DOTA_Tooltip_ability_item_heavens_halberd_2_Description"	"<h1>Active: Disarm</h1>Deprives a creature of strength, preventing it from attacking. The duration of helplessness depends on the type of attack of the victim: %disarm_melee% seconds in melee combat and %disarm_range% seconds in ranged combat.<br><br>Range: %abilitycastrange%"
		"DOTA_Tooltip_ability_item_heavens_halberd_2_Lore"	"This halberd moves at the speed of a small blade, allowing the owner to win in those duels where a heavier weapon would not cope."
		"DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_evasion"	"%+$evasion"
		"DOTA_Tooltip_ability_item_heavens_halberd_2_bonus_strength"	"+$str"
		"DOTA_Tooltip_ability_item_heavens_halberd_2_status_resistance"	"%+to resistance to effects"
		"DOTA_Tooltip_ability_item_heavens_halberd_2_hp_regen_amp"	"%+ to health from restoration and vampirism"
		
		"DOTA_Tooltip_modifier_heavens_halberd_2_buff"	"Maim"
		"DOTA_Tooltip_modifier_heavens_halberd_2_buff_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_heavens_halberd_2_debuff"	"Disarmed"
		"DOTA_Tooltip_modifier_heavens_halberd_2_debuff_Description"	"Disarmed by the Heaven's Halberd artifact, unable to attack."
		
		"DOTA_Tooltip_ability_item_heavens_halberd_3"	"HEAVENS HALBERD 3"
		"DOTA_Tooltip_ability_item_heavens_halberd_3_Description"	"<h1>Active: Disarm</h1>Deprives a creature of strength, preventing it from attacking. The duration of helplessness depends on the type of attack of the victim: %disarm_melee% seconds in melee combat and %disarm_range% seconds in ranged combat.<br><br>Range: %abilitycastrange%"
